chr,start,end,value
chr6,33290361,33290362,28.53
chr6,33290362,33290363,29.15
chr6,33290363,33290364,29.4
chr6,33290364,33290365,29.78
chr6,33290365,33290366,29.65
chr6,33290366,33290367,29.53
chr6,33290367,33290368,29.65
chr6,33290368,33290369,29.9
chr6,33290369,33290370,29.78
chr6,33290370,33290371,29.9
chr6,33290371,33290372,29.9
chr6,33290372,33290374,29.53
chr6,33290374,33290376,29.65
chr6,33290376,33290377,29.9
chr6,33290377,33290379,29.65
chr6,33290379,33290380,29.65
chr6,33290380,33290382,29.65
chr6,33290382,33290383,29.4
chr6,33290383,33290384,29.53
chr6,33290384,33290385,29.4
chr6,33290385,33290386,29.65
chr6,33290386,33290387,29.9
chr6,33290387,33290388,29.78
chr6,33290388,33290389,29.4
chr6,33290389,33290390,29.78
chr6,33290390,33290391,29.4
chr6,33290391,33290392,29.78
chr6,33290392,33290393,30.15
chr6,33290393,33290394,30.02
chr6,33290394,33290395,30.4
chr6,33290395,33290396,30.4
chr6,33290396,33290397,30.15
chr6,33290397,33290398,29.65
chr6,33290398,33290399,29.4
chr6,33290399,33290400,29.15
chr6,33290400,33290401,29.53
chr6,33290401,33290402,30.15
chr6,33290402,33290403,30.65
chr6,33290403,33290404,30.9
chr6,33290404,33290405,30.52
chr6,33290405,33290406,30.77
chr6,33290406,33290407,30.65
chr6,33290407,33290408,30.4
chr6,33290408,33290409,30.52
chr6,33290409,33290410,30.65
chr6,33290410,33290411,30.65
chr6,33290411,33290413,30.52
chr6,33290413,33290414,31.15
chr6,33290414,33290415,30.77
chr6,33290415,33290416,30.52
chr6,33290416,33290417,30.65
chr6,33290417,33290418,31.02
chr6,33290418,33290419,31.4
chr6,33290419,33290420,31.27
chr6,33290420,33290421,30.9
chr6,33290421,33290422,30.9
chr6,33290422,33290424,31.02
chr6,33290424,33290425,30.77
chr6,33290425,33290426,31.27
chr6,33290426,33290427,31.52
chr6,33290427,33290428,31.52
chr6,33290428,33290429,31.77
chr6,33290429,33290430,31.89
chr6,33290430,33290431,31.89
chr6,33290431,33290432,31.64
chr6,33290432,33290433,32.14
chr6,33290433,33290434,32.39
chr6,33290434,33290435,32.52
chr6,33290435,33290436,32.77
chr6,33290436,33290437,32.89
chr6,33290437,33290438,33.76
chr6,33290438,33290439,34.01
chr6,33290439,33290440,33.76
chr6,33290440,33290441,33.64
chr6,33290441,33290442,33.51
chr6,33290442,33290443,32.89
chr6,33290443,33290444,32.77
chr6,33290444,33290445,32.64
chr6,33290445,33290446,32.52
chr6,33290446,33290448,32.39
chr6,33290448,33290449,33.26
chr6,33290449,33290450,33.26
chr6,33290450,33290451,33.26
chr6,33290451,33290452,33.39
chr6,33290452,33290453,33.76
chr6,33290453,33290454,33.89
chr6,33290454,33290455,33.89
chr6,33290455,33290456,34.14
chr6,33290456,33290457,33.51
chr6,33290457,33290458,33.76
chr6,33290458,33290459,33.39
chr6,33290459,33290460,33.76
chr6,33290460,33290462,33.76
chr6,33290462,33290464,33.51
chr6,33290464,33290465,33.39
chr6,33290465,33290466,33.64
chr6,33290466,33290467,33.64
chr6,33290467,33290468,33.51
chr6,33290468,33290469,33.39
chr6,33290469,33290470,33.01
chr6,33290470,33290471,32.89
chr6,33290471,33290472,32.52
chr6,33290472,33290473,32.39
chr6,33290473,33290474,32.14
chr6,33290474,33290475,32.14
chr6,33290475,33290476,31.4
chr6,33290476,33290477,31.52
chr6,33290477,33290479,31.64
chr6,33290479,33290480,31.52
chr6,33290480,33290481,31.15
chr6,33290481,33290482,30.65
chr6,33290482,33290483,30.4
chr6,33290483,33290484,30.27
chr6,33290484,33290485,30.02
chr6,33290485,33290486,30.9
chr6,33290486,33290487,30.65
chr6,33290487,33290488,30.27
chr6,33290488,33290489,30.02
chr6,33290489,33290490,30.77
chr6,33290490,33290491,30.9
chr6,33290491,33290492,30.77
chr6,33290492,33290493,30.77
chr6,33290493,33290494,30.15
chr6,33290494,33290495,30.02
chr6,33290495,33290496,29.78
chr6,33290496,33290497,30.02
chr6,33290497,33290498,30.15
chr6,33290498,33290499,30.02
chr6,33290499,33290500,29.78
chr6,33290500,33290501,29.9
chr6,33290501,33290502,29.78
chr6,33290502,33290503,30.27
chr6,33290503,33290504,30.4
chr6,33290504,33290505,30.52
chr6,33290505,33290507,30.77
chr6,33290507,33290508,30.4
chr6,33290508,33290509,31.02
chr6,33290509,33290510,31.4
chr6,33290510,33290511,31.89
chr6,33290511,33290512,32.39
chr6,33290512,33290513,32.52
chr6,33290513,33290514,32.39
chr6,33290514,33290515,32.14
chr6,33290515,33290516,32.52
chr6,33290516,33290517,32.14
chr6,33290517,33290518,32.02
chr6,33290518,33290519,32.39
chr6,33290519,33290520,32.02
chr6,33290520,33290521,32.27
chr6,33290521,33290522,32.14
chr6,33290522,33290523,31.64
chr6,33290523,33290524,31.4
chr6,33290524,33290525,32.02
chr6,33290525,33290526,31.89
chr6,33290526,33290527,32.02
chr6,33290527,33290528,32.02
chr6,33290528,33290529,32.27
chr6,33290529,33290530,32.02
chr6,33290530,33290531,32.27
chr6,33290531,33290532,32.02
chr6,33290532,33290533,31.77
chr6,33290533,33290534,31.52
chr6,33290534,33290535,31.64
chr6,33290535,33290536,32.39
chr6,33290536,33290537,31.77
chr6,33290537,33290538,32.14
chr6,33290538,33290539,32.14
chr6,33290539,33290540,32.14
chr6,33290540,33290541,32.27
chr6,33290541,33290542,32.64
chr6,33290542,33290543,32.89
chr6,33290543,33290544,33.51
chr6,33290544,33290545,32.77
chr6,33290545,33290546,32.89
chr6,33290546,33290547,33.51
chr6,33290547,33290548,33.64
chr6,33290548,33290549,33.14
chr6,33290549,33290550,32.77
chr6,33290550,33290551,32.64
chr6,33290551,33290552,33.51
chr6,33290552,33290553,33.89
chr6,33290553,33290555,33.64
chr6,33290555,33290556,33.89
chr6,33290556,33290557,33.51
chr6,33290557,33290558,34.01
chr6,33290558,33290559,34.14
chr6,33290559,33290560,33.89
chr6,33290560,33290561,33.64
chr6,33290561,33290562,33.39
chr6,33290562,33290563,33.14
chr6,33290563,33290564,32.39
chr6,33290564,33290565,32.64
chr6,33290565,33290566,32.64
chr6,33290566,33290567,32.89
chr6,33290567,33290568,32.27
chr6,33290568,33290569,31.52
chr6,33290569,33290570,31.15
chr6,33290570,33290571,31.64
chr6,33290571,33290572,32.02
chr6,33290572,33290573,32.14
chr6,33290573,33290574,32.39
chr6,33290574,33290575,32.27
chr6,33290575,33290576,32.39
chr6,33290576,33290578,32.89
chr6,33290578,33290579,33.14
chr6,33290579,33290580,32.39
chr6,33290580,33290581,32.64
chr6,33290581,33290582,32.39
chr6,33290582,33290583,32.89
chr6,33290583,33290584,32.52
chr6,33290584,33290585,32.64
chr6,33290585,33290586,32.52
chr6,33290586,33290587,32.27
chr6,33290587,33290588,32.02
chr6,33290588,33290590,32.02
chr6,33290590,33290591,31.4
chr6,33290591,33290592,31.64
chr6,33290592,33290593,31.89
chr6,33290593,33290596,32.27
chr6,33290596,33290597,32.14
chr6,33290597,33290599,32.02
chr6,33290599,33290600,32.27
chr6,33290600,33290601,32.64
chr6,33290601,33290602,32.77
chr6,33290602,33290603,32.89
chr6,33290603,33290604,33.01
chr6,33290604,33290605,33.26
chr6,33290605,33290606,33.51
chr6,33290606,33290607,33.89
chr6,33290607,33290608,33.89
chr6,33290608,33290609,34.26
chr6,33290609,33290610,34.63
chr6,33290610,33290611,34.51
chr6,33290611,33290612,34.76
chr6,33290612,33290613,35.01
chr6,33290613,33290614,34.76
chr6,33290614,33290615,34.88
chr6,33290615,33290616,35.01
chr6,33290616,33290618,34.14
chr6,33290618,33290619,34.26
chr6,33290619,33290620,34.26
chr6,33290620,33290621,33.64
chr6,33290621,33290623,33.51
chr6,33290623,33290624,33.76
chr6,33290624,33290625,33.64
chr6,33290625,33290626,33.64
chr6,33290626,33290627,34.26
chr6,33290627,33290628,34.01
chr6,33290628,33290629,34.01
chr6,33290629,33290630,34.39
chr6,33290630,33290631,34.63
chr6,33290631,33290632,34.51
chr6,33290632,33290633,34.63
chr6,33290633,33290634,34.39
chr6,33290634,33290635,34.26
chr6,33290635,33290636,34.14
chr6,33290636,33290637,33.89
chr6,33290637,33290638,34.01
chr6,33290638,33290639,34.01
chr6,33290639,33290640,33.39
chr6,33290640,33290641,33.26
chr6,33290641,33290642,32.77
chr6,33290642,33290643,32.27
chr6,33290643,33290644,32.14
chr6,33290644,33290645,32.39
chr6,33290645,33290646,32.64
chr6,33290646,33290648,32.64
chr6,33290648,33290649,32.52
chr6,33290649,33290650,32.02
chr6,33290650,33290651,32.27
chr6,33290651,33290652,31.89
chr6,33290652,33290653,32.02
chr6,33290653,33290654,31.89
chr6,33290654,33290655,31.64
chr6,33290655,33290656,30.77
chr6,33290656,33290657,30.27
chr6,33290657,33290658,29.9
#bedGraph section chr6:33290658-33324345,,,
chr6,33290658,33290659,29.53
chr6,33290659,33290660,29.28
chr6,33290660,33290661,29.28
chr6,33290661,33290662,29.03
chr6,33290662,33290663,28.9
chr6,33290663,33290664,28.65
chr6,33290664,33290665,28.41
chr6,33290665,33290666,28.03
chr6,33290666,33290667,27.41
chr6,33290667,33290668,27.28
chr6,33290668,33290669,26.91
chr6,33290669,33290670,26.66
chr6,33290670,33290671,26.91
chr6,33290671,33290672,26.79
chr6,33290672,33290673,26.29
chr6,33290673,33290674,26.04
chr6,33290674,33290676,25.42
chr6,33290676,33290677,25.04
chr6,33290677,33290678,24.42
chr6,33290678,33290679,24.29
chr6,33290679,33290680,24.29
chr6,33290680,33290681,24.17
chr6,33290681,33290682,24.04
chr6,33290682,33290683,23.17
chr6,33290683,33290684,22.55
chr6,33290684,33290685,22.55
chr6,33290685,33290686,23.55
chr6,33290686,33290687,23.17
chr6,33290687,33290688,22.92
chr6,33290688,33290689,22.05
chr6,33290689,33290691,21.8
chr6,33290691,33290695,21.68
chr6,33290695,33290696,21.18
chr6,33290696,33290697,21.05
chr6,33290697,33290698,20.56
chr6,33290698,33290699,20.68
chr6,33290699,33290701,20.56
chr6,33290701,33290702,20.06
chr6,33290702,33290703,20.18
chr6,33290703,33290704,19.93
chr6,33290704,33290705,19.68
chr6,33290705,33290706,19.31
chr6,33290706,33290707,19.06
chr6,33290707,33290709,18.69
chr6,33290709,33290710,18.44
chr6,33290710,33290711,18.31
chr6,33290711,33290712,17.94
chr6,33290712,33290713,17.82
chr6,33290713,33290715,17.19
chr6,33290715,33290716,17.19
chr6,33290716,33290717,17.19
chr6,33290717,33290719,17.19
chr6,33290719,33290721,16.94
chr6,33290721,33290722,17.07
chr6,33290722,33290723,16.69
chr6,33290723,33290724,16.44
chr6,33290724,33290727,16.2
chr6,33290727,33290730,16.07
chr6,33290730,33290731,15.82
chr6,33290731,33290732,15.32
chr6,33290732,33290733,15.45
chr6,33290733,33290734,15.32
chr6,33290734,33290735,15.2
chr6,33290735,33290736,14.83
chr6,33290736,33290737,14.45
chr6,33290737,33290738,14.08
chr6,33290738,33290739,13.83
chr6,33290739,33290740,13.33
chr6,33290740,33290742,13.08
chr6,33290742,33290743,12.83
chr6,33290743,33290744,12.58
chr6,33290744,33290745,12.46
chr6,33290745,33290746,12.33
chr6,33290746,33290747,12.21
chr6,33290747,33290748,12.08
chr6,33290748,33290749,12.33
chr6,33290749,33290750,12.08
chr6,33290750,33290751,11.96
chr6,33290751,33290752,11.84
chr6,33290752,33290754,11.71
chr6,33290754,33290756,11.09
chr6,33290756,33290757,10.96
chr6,33290757,33290759,10.22
chr6,33290759,33290760,10.09
chr6,33290760,33290761,9.72
chr6,33290761,33290762,9.47
chr6,33290762,33290763,9.22
chr6,33290763,33290764,9.09
chr6,33290764,33290767,8.72
chr6,33290767,33290768,8.6
chr6,33290768,33290769,8.47
chr6,33290769,33290771,8.1
chr6,33290771,33290772,7.85
chr6,33290772,33290773,7.6
chr6,33290773,33290775,7.97
chr6,33290775,33290776,7.6
chr6,33290776,33290777,7.35
chr6,33290777,33290779,6.98
chr6,33290779,33290780,6.73
chr6,33290780,33290781,7.1
chr6,33290781,33290782,6.85
chr6,33290782,33290783,6.73
chr6,33290783,33290791,6.6
chr6,33290791,33290794,6.48
chr6,33290794,33290797,6.35
chr6,33290797,33290798,6.23
chr6,33290798,33290800,6.1
chr6,33290800,33290801,6.23
chr6,33290801,33290802,5.86
chr6,33290802,33290804,5.48
chr6,33290804,33290808,5.36
chr6,33290808,33290809,5.73
chr6,33290809,33290810,5.61
chr6,33290810,33290811,5.48
chr6,33290811,33290815,5.61
chr6,33290815,33290816,5.48
chr6,33290816,33290829,4.48
chr6,33290829,33290831,4.36
chr6,33290831,33290833,4.48
chr6,33290833,33290838,3.99
chr6,33290838,33290841,3.86
chr6,33290841,33290846,4.11
chr6,33290846,33290847,3.86
chr6,33290847,33290848,3.74
chr6,33290848,33290850,3.61
chr6,33290850,33290852,3.49
chr6,33290852,33290855,3.36
chr6,33290855,33290861,3.24
chr6,33290861,33290863,3.11
chr6,33290863,33290871,2.99
chr6,33290871,33290872,2.86
chr6,33290872,33290873,2.99
chr6,33290873,33290874,3.11
chr6,33290874,33290875,3.24
chr6,33290875,33290876,3.11
chr6,33290876,33290879,3.24
chr6,33290879,33290880,2.99
chr6,33290880,33290890,3.11
chr6,33290890,33290893,2.99
chr6,33290893,33290904,3.24
chr6,33290904,33290910,2.86
chr6,33290910,33290911,3.11
chr6,33290911,33290913,2.74
chr6,33290913,33290914,2.62
chr6,33290914,33290920,2.49
chr6,33290920,33290924,2.74
chr6,33290924,33290931,2.99
chr6,33290931,33290932,3.11
chr6,33290932,33290933,3.24
chr6,33290933,33290939,3.49
chr6,33290939,33290940,3.11
chr6,33290940,33290942,2.99
chr6,33290942,33290953,2.86
chr6,33290953,33290954,2.99
chr6,33290954,33290957,3.24
chr6,33290957,33290958,3.36
chr6,33290958,33290960,3.49
chr6,33290960,33290962,3.74
chr6,33290962,33290965,3.61
chr6,33290965,33290969,3.86
chr6,33290969,33290971,3.99
chr6,33290971,33290972,4.11
chr6,33290972,33290980,3.86
chr6,33290980,33290992,3.99
chr6,33290992,33290994,4.11
chr6,33290994,33290998,3.99
chr6,33290998,33291000,4.11
chr6,33291000,33291003,4.24
chr6,33291003,33291004,4.11
chr6,33291004,33291005,3.99
chr6,33291005,33291007,3.86
chr6,33291007,33291009,3.86
chr6,33291009,33291011,3.99
chr6,33291011,33291017,3.99
chr6,33291017,33291019,4.11
chr6,33291019,33291024,4.36
chr6,33291024,33291032,4.11
chr6,33291032,33291034,4.36
chr6,33291034,33291035,4.48
chr6,33291035,33291037,4.36
chr6,33291037,33291041,4.48
chr6,33291041,33291047,4.24
chr6,33291047,33291049,4.48
chr6,33291049,33291050,4.61
chr6,33291050,33291051,4.73
chr6,33291051,33291054,4.48
chr6,33291054,33291055,5.11
chr6,33291055,33291056,5.11
chr6,33291056,33291060,5.23
chr6,33291060,33291062,5.36
chr6,33291062,33291063,5.11
chr6,33291063,33291064,4.98
chr6,33291064,33291065,4.73
chr6,33291065,33291069,4.86
chr6,33291069,33291071,4.98
chr6,33291071,33291072,5.11
chr6,33291072,33291073,5.23
chr6,33291073,33291078,5.36
chr6,33291078,33291079,5.48
chr6,33291079,33291081,5.61
chr6,33291081,33291082,5.98
chr6,33291082,33291084,6.23
chr6,33291084,33291085,6.1
chr6,33291085,33291086,5.86
chr6,33291086,33291088,6.1
chr6,33291088,33291089,5.98
chr6,33291089,33291091,5.86
chr6,33291091,33291094,5.61
chr6,33291094,33291096,5.73
chr6,33291096,33291099,5.48
chr6,33291099,33291100,5.61
chr6,33291100,33291102,5.48
chr6,33291102,33291105,5.36
chr6,33291105,33291109,5.73
chr6,33291109,33291111,5.98
chr6,33291111,33291112,5.86
chr6,33291112,33291113,6.1
chr6,33291113,33291114,6.23
chr6,33291114,33291115,6.35
chr6,33291115,33291117,6.48
chr6,33291117,33291118,6.6
chr6,33291118,33291119,6.73
chr6,33291119,33291120,6.98
chr6,33291120,33291122,7.23
chr6,33291122,33291123,7.35
chr6,33291123,33291124,7.23
chr6,33291124,33291125,7.47
chr6,33291125,33291129,7.6
chr6,33291129,33291131,7.47
chr6,33291131,33291134,7.35
chr6,33291134,33291138,7.47
chr6,33291138,33291140,7.35
chr6,33291140,33291141,7.47
chr6,33291141,33291142,7.97
chr6,33291142,33291143,7.85
chr6,33291143,33291145,7.97
chr6,33291145,33291146,8.6
chr6,33291146,33291148,8.72
chr6,33291148,33291149,8.6
chr6,33291149,33291150,8.97
chr6,33291150,33291155,8.72
chr6,33291155,33291157,8.85
chr6,33291157,33291159,8.97
chr6,33291159,33291162,9.22
chr6,33291162,33291163,9.47
chr6,33291163,33291165,9.47
chr6,33291165,33291167,9.34
chr6,33291167,33291168,9.59
chr6,33291168,33291170,9.47
chr6,33291170,33291171,9.84
chr6,33291171,33291175,9.97
chr6,33291175,33291178,10.34
chr6,33291178,33291180,10.09
chr6,33291180,33291181,9.97
chr6,33291181,33291183,10.09
chr6,33291183,33291185,10.22
chr6,33291185,33291186,9.59
chr6,33291186,33291187,9.47
chr6,33291187,33291188,9.47
chr6,33291188,33291190,9.72
chr6,33291190,33291191,9.97
chr6,33291191,33291192,9.84
chr6,33291192,33291194,9.97
chr6,33291194,33291196,10.09
chr6,33291196,33291197,10.22
chr6,33291197,33291200,10.34
chr6,33291200,33291201,10.34
chr6,33291201,33291202,10.46
chr6,33291202,33291203,10.59
chr6,33291203,33291204,10.71
chr6,33291204,33291206,10.59
chr6,33291206,33291207,10.84
chr6,33291207,33291208,11.09
chr6,33291208,33291209,11.71
chr6,33291209,33291210,11.84
chr6,33291210,33291211,11.96
chr6,33291211,33291212,12.33
chr6,33291212,33291213,11.96
chr6,33291213,33291214,11.71
chr6,33291214,33291215,12.33
chr6,33291215,33291217,12.46
chr6,33291217,33291219,12.33
chr6,33291219,33291223,12.58
chr6,33291223,33291224,12.83
chr6,33291224,33291225,12.96
chr6,33291225,33291226,12.96
chr6,33291226,33291228,13.08
chr6,33291228,33291230,13.33
chr6,33291230,33291231,13.21
chr6,33291231,33291236,13.33
chr6,33291236,33291239,12.96
chr6,33291239,33291240,13.21
chr6,33291240,33291242,13.08
chr6,33291242,33291243,13.83
chr6,33291243,33291244,13.83
chr6,33291244,33291245,13.83
chr6,33291245,33291246,13.7
chr6,33291246,33291247,13.83
chr6,33291247,33291248,14.08
chr6,33291248,33291249,14.2
chr6,33291249,33291250,14.33
chr6,33291250,33291251,14.08
chr6,33291251,33291253,13.83
chr6,33291253,33291255,14.08
chr6,33291255,33291256,13.83
chr6,33291256,33291261,13.95
chr6,33291261,33291263,14.08
chr6,33291263,33291265,14.2
chr6,33291265,33291269,14.08
chr6,33291269,33291270,14.2
chr6,33291270,33291271,14.7
chr6,33291271,33291272,14.58
chr6,33291272,33291274,14.2
chr6,33291274,33291276,14.08
chr6,33291276,33291277,13.58
chr6,33291277,33291280,13.7
chr6,33291280,33291282,13.45
chr6,33291282,33291286,13.83
chr6,33291286,33291288,13.7
chr6,33291288,33291289,13.58
chr6,33291289,33291290,13.83
chr6,33291290,33291291,13.7
chr6,33291291,33291292,13.83
chr6,33291292,33291293,13.95
chr6,33291293,33291294,13.7
chr6,33291294,33291295,13.45
chr6,33291295,33291298,13.7
chr6,33291298,33291299,13.45
chr6,33291299,33291301,13.83
chr6,33291301,33291302,13.58
chr6,33291302,33291305,13.58
chr6,33291305,33291306,14.2
chr6,33291306,33291307,13.83
chr6,33291307,33291309,13.95
chr6,33291309,33291310,14.08
chr6,33291310,33291311,14.33
chr6,33291311,33291312,14.58
chr6,33291312,33291313,14.58
chr6,33291313,33291314,14.83
chr6,33291314,33291315,14.83
chr6,33291315,33291317,15.07
chr6,33291317,33291318,14.95
chr6,33291318,33291319,14.83
chr6,33291319,33291321,14.58
chr6,33291321,33291322,14.45
chr6,33291322,33291323,14.58
chr6,33291323,33291324,14.7
chr6,33291324,33291325,14.83
chr6,33291325,33291326,14.7
chr6,33291326,33291327,14.95
chr6,33291327,33291328,14.7
chr6,33291328,33291329,14.58
chr6,33291329,33291331,14.7
chr6,33291331,33291332,14.95
chr6,33291332,33291333,14.83
chr6,33291333,33291334,14.58
chr6,33291334,33291336,14.33
chr6,33291336,33291337,14.58
chr6,33291337,33291338,14.33
chr6,33291338,33291339,14.2
chr6,33291339,33291340,13.7
chr6,33291340,33291341,13.95
chr6,33291341,33291342,14.08
chr6,33291342,33291344,13.7
chr6,33291344,33291345,13.83
chr6,33291345,33291346,13.21
chr6,33291346,33291348,13.45
chr6,33291348,33291350,13.33
chr6,33291350,33291353,13.08
chr6,33291353,33291354,13.58
chr6,33291354,33291355,13.7
chr6,33291355,33291356,13.7
chr6,33291356,33291357,13.95
chr6,33291357,33291359,13.83
chr6,33291359,33291362,13.95
chr6,33291362,33291363,13.83
chr6,33291363,33291364,14.08
chr6,33291364,33291366,14.33
chr6,33291366,33291367,14.45
chr6,33291367,33291369,14.58
chr6,33291369,33291370,14.7
chr6,33291370,33291371,14.83
chr6,33291371,33291373,14.7
chr6,33291373,33291374,13.95
chr6,33291374,33291375,13.7
chr6,33291375,33291377,13.58
chr6,33291377,33291378,13.33
chr6,33291378,33291379,13.08
chr6,33291379,33291380,12.96
chr6,33291380,33291381,12.71
chr6,33291381,33291382,12.83
chr6,33291382,33291383,12.96
chr6,33291383,33291384,13.33
chr6,33291384,33291385,13.08
chr6,33291385,33291386,13.33
chr6,33291386,33291387,13.58
chr6,33291387,33291388,13.45
chr6,33291388,33291389,13.58
chr6,33291389,33291390,13.7
chr6,33291390,33291391,13.83
chr6,33291391,33291392,14.2
chr6,33291392,33291394,14.2
chr6,33291394,33291396,14.2
chr6,33291396,33291399,14.45
chr6,33291399,33291400,14.58
chr6,33291400,33291401,14.45
chr6,33291401,33291402,13.95
chr6,33291402,33291403,14.08
chr6,33291403,33291404,14.08
chr6,33291404,33291407,14.2
chr6,33291407,33291408,14.83
chr6,33291408,33291409,14.58
chr6,33291409,33291411,14.7
chr6,33291411,33291413,14.58
chr6,33291413,33291415,14.33
chr6,33291415,33291420,14.58
chr6,33291420,33291421,14.45
chr6,33291421,33291422,14.33
chr6,33291422,33291423,14.33
chr6,33291423,33291424,14.33
chr6,33291424,33291425,14.58
chr6,33291425,33291426,14.7
chr6,33291426,33291430,14.7
chr6,33291430,33291432,14.45
chr6,33291432,33291433,14.45
chr6,33291433,33291435,14.83
chr6,33291435,33291436,14.95
chr6,33291436,33291438,14.58
chr6,33291438,33291440,14.45
chr6,33291440,33291441,14.33
chr6,33291441,33291442,14.08
chr6,33291442,33291443,13.83
chr6,33291443,33291444,13.58
chr6,33291444,33291445,13.33
chr6,33291445,33291446,13.21
chr6,33291446,33291452,13.08
chr6,33291452,33291453,13.21
chr6,33291453,33291454,13.08
chr6,33291454,33291455,13.33
chr6,33291455,33291457,13.45
chr6,33291457,33291458,13.21
chr6,33291458,33291460,13.33
chr6,33291460,33291461,13.21
chr6,33291461,33291462,13.58
chr6,33291462,33291464,13.21
chr6,33291464,33291467,13.33
chr6,33291467,33291468,13.08
chr6,33291468,33291469,13.33
chr6,33291469,33291470,13.21
chr6,33291470,33291471,13.08
chr6,33291471,33291472,12.71
chr6,33291472,33291474,12.33
chr6,33291474,33291475,12.58
chr6,33291475,33291476,12.46
chr6,33291476,33291477,12.71
chr6,33291477,33291478,12.58
chr6,33291478,33291479,12.71
chr6,33291479,33291481,12.83
chr6,33291481,33291484,13.7
chr6,33291484,33291485,13.33
chr6,33291485,33291486,13.7
chr6,33291486,33291487,13.58
chr6,33291487,33291488,13.21
chr6,33291488,33291490,13.58
chr6,33291490,33291491,13.21
chr6,33291491,33291494,13.33
chr6,33291494,33291495,13.08
chr6,33291495,33291497,12.83
chr6,33291497,33291498,12.71
chr6,33291498,33291500,12.71
chr6,33291500,33291501,12.58
chr6,33291501,33291503,12.33
chr6,33291503,33291504,12.71
chr6,33291504,33291505,12.96
chr6,33291505,33291509,13.33
chr6,33291509,33291510,13.45
chr6,33291510,33291511,13.33
chr6,33291511,33291512,13.45
chr6,33291512,33291513,13.45
chr6,33291513,33291514,13.45
chr6,33291514,33291515,13.08
chr6,33291515,33291516,12.96
chr6,33291516,33291517,12.83
chr6,33291517,33291518,12.58
chr6,33291518,33291519,12.96
chr6,33291519,33291520,12.96
chr6,33291520,33291521,13.21
chr6,33291521,33291522,13.08
chr6,33291522,33291523,12.71
chr6,33291523,33291525,12.58
chr6,33291525,33291527,12.46
chr6,33291527,33291529,12.21
chr6,33291529,33291530,12.33
chr6,33291530,33291532,12.21
chr6,33291532,33291533,12.58
chr6,33291533,33291534,12.33
chr6,33291534,33291535,12.21
chr6,33291535,33291537,12.21
chr6,33291537,33291538,12.33
chr6,33291538,33291539,11.59
chr6,33291539,33291540,11.71
chr6,33291540,33291542,11.59
chr6,33291542,33291544,11.71
chr6,33291544,33291546,11.71
chr6,33291546,33291548,11.46
chr6,33291548,33291549,11.59
chr6,33291549,33291550,11.96
chr6,33291550,33291551,12.08
chr6,33291551,33291552,11.96
chr6,33291552,33291553,12.08
chr6,33291553,33291554,12.33
chr6,33291554,33291555,12.46
chr6,33291555,33291556,12.33
chr6,33291556,33291557,12.21
chr6,33291557,33291560,12.08
chr6,33291560,33291561,12.21
chr6,33291561,33291563,12.08
chr6,33291563,33291564,12.08
chr6,33291564,33291566,11.59
chr6,33291566,33291567,11.46
chr6,33291567,33291570,11.34
chr6,33291570,33291571,11.59
chr6,33291571,33291577,11.84
chr6,33291577,33291580,11.84
chr6,33291580,33291582,11.96
chr6,33291582,33291583,12.21
chr6,33291583,33291585,12.08
chr6,33291585,33291586,11.59
chr6,33291586,33291589,11.34
chr6,33291589,33291592,11.21
chr6,33291592,33291595,10.84
chr6,33291595,33291598,10.71
chr6,33291598,33291599,11.21
chr6,33291599,33291602,11.09
chr6,33291602,33291603,10.96
chr6,33291603,33291605,11.21
chr6,33291605,33291607,11.59
chr6,33291607,33291608,11.34
chr6,33291608,33291609,11.09
chr6,33291609,33291610,10.96
chr6,33291610,33291612,10.96
chr6,33291612,33291615,10.09
chr6,33291615,33291616,9.97
chr6,33291616,33291619,9.22
chr6,33291619,33291620,8.85
chr6,33291620,33291622,9.09
chr6,33291622,33291624,9.09
chr6,33291624,33291628,9.34
chr6,33291628,33291629,9.47
chr6,33291629,33291632,9.34
chr6,33291632,33291633,9.22
chr6,33291633,33291634,9.34
chr6,33291634,33291635,8.97
chr6,33291635,33291636,8.72
chr6,33291636,33291640,8.35
chr6,33291640,33291642,8.22
chr6,33291642,33291643,8.1
chr6,33291643,33291644,7.97
chr6,33291644,33291647,7.85
chr6,33291647,33291649,7.97
chr6,33291649,33291650,7.47
chr6,33291650,33291651,7.35
chr6,33291651,33291656,6.98
chr6,33291656,33291659,7.1
chr6,33291659,33291660,7.23
chr6,33291660,33291663,7.1
chr6,33291663,33291666,6.73
chr6,33291666,33291668,6.6
chr6,33291668,33291670,6.48
chr6,33291670,33291672,6.35
chr6,33291672,33291673,6.48
chr6,33291673,33291675,6.35
chr6,33291675,33291679,6.23
chr6,33291679,33291680,6.1
chr6,33291680,33291681,5.73
chr6,33291681,33291683,5.61
chr6,33291683,33291684,5.48
chr6,33291684,33291685,5.11
chr6,33291685,33291686,4.86
chr6,33291686,33291688,4.73
chr6,33291688,33291691,4.61
chr6,33291691,33291694,4.48
chr6,33291694,33291698,4.36
chr6,33291698,33291701,4.36
chr6,33291701,33291702,4.11
chr6,33291702,33291708,3.86
chr6,33291708,33291711,3.74
chr6,33291711,33291713,3.61
chr6,33291713,33291714,3.36
chr6,33291714,33291724,3.24
chr6,33291724,33291729,3.36
chr6,33291729,33291730,2.86
chr6,33291730,33291731,2.74
chr6,33291731,33291733,2.86
chr6,33291733,33291734,3.36
chr6,33291734,33291736,3.11
